product_id,question_id,question_text,question_date,answer_id,answer_text,answer_date,answer_helpful_yes,answer_helpful_no
5,5-4,Laboriosam sit magni saepe libero perspiciatis explicabo possimus?,5 months ago,5-4-6,Autem molestiae nihil possimus!,9 months ago,10,1
5,5-4,Laboriosam sit magni saepe libero perspiciatis explicabo possimus?,5 months ago,5-4-7,Totam quas officia quod accusantium excepturi aspernatur quidem!,0 months ago,7,3
5,5-4,Laboriosam sit magni saepe libero perspiciatis explicabo possimus?,5 months ago,5-4-8,Necessitatibus corrupti tenetur!,2 months ago,3,5
5,5-5,Enim quia est accusantium nulla dolorem rerum voluptatem doloribus?,1 months ago,5-5-1,Aspernatur quos placeat voluptatem ipsa!,9 months ago,10,4
5,5-5,Enim quia est accusantium nulla dolorem rerum voluptatem doloribus?,1 months ago,5-5-2,Ullam esse mollitia rerum distinctio molestias est quibusdam!,11 months ago,9,5
5,5-5,Enim quia est accusantium nulla dolorem rerum voluptatem doloribus?,1 months ago,5-5-3,Minima aspernatur sit ut quod voluptatem et impedit error!,0 months ago,1,8
5,5-5,Enim quia est accusantium nulla dolorem rerum voluptatem doloribus?,1 months ago,5-5-4,Excepturi et sunt officiis tenetur excepturi porro repudiandae sed!,8 months ago,2,3
5,5-5,Enim quia est accusantium nulla dolorem rerum voluptatem doloribus?,1 months ago,5-5-5,Necessitatibus repellendus totam temporibus et distinctio maxime placeat animi!,7 months ago,5,8
5,5-5,Enim quia est accusantium nulla dolorem rerum voluptatem doloribus?,1 months ago,5-5-6,Occaecati placeat voluptatem!,7 months ago,1,6
5,5-5,Enim quia est accusantium nulla dolorem rerum voluptatem doloribus?,1 months ago,5-5-7,Non deserunt doloribus tenetur magni doloribus incidunt eveniet!,5 months ago,6,4
5,5-6,Odio hic unde iure libero eos?,0 months ago,5-6-1,Sapiente cum dolor rerum nobis dolor vel quaerat autem!,6 months ago,1,3
5,5-6,Odio hic unde iure libero eos?,0 months ago,5-6-2,Est debitis voluptatibus ullam et ab!,4 months ago,10,3
5,5-7,Illo nisi sapiente et quasi quia totam nesciunt facilis sed?,1 months ago,5-7-1,Aut amet repellendus!,3 months ago,10,8
5,5-7,Illo nisi sapiente et quasi quia totam nesciunt facilis sed?,1 months ago,5-7-2,Est facere soluta!,11 months ago,3,6
5,5-7,Illo nisi sapiente et quasi quia totam nesciunt facilis sed?,1 months ago,5-7-3,Voluptatibus architecto commodi porro et ducimus!,0 months ago,6,5
5,5-7,Illo nisi sapiente et quasi quia totam nesciunt facilis sed?,1 months ago,5-7-4,Ut voluptatem doloremque non!,2 months ago,1,4
5,5-7,Illo nisi sapiente et quasi quia totam nesciunt facilis sed?,1 months ago,5-7-5,Nihil ad voluptas aspernatur molestiae neque facilis labore odit laudantium!,10 months ago,9,8
6,6-1,Qui voluptate exercitationem rem deleniti?,11 months ago,6-1-1,Impedit quos minima est ipsum ad aut!,9 months ago,4,3
6,6-2,Ipsa eveniet dolor aut sit dolore consequatur quisquam?,11 months ago,6-2-1,Aut rerum rem dolore qui ipsa molestiae!,1 months ago,6,6
6,6-2,Ipsa eveniet dolor aut sit dolore consequatur quisquam?,11 months ago,6-2-2,At animi sint sapiente hic doloremque iure doloremque voluptatibus blanditiis!,0 months ago,9,5
6,6-2,Ipsa eveniet dolor aut sit dolore consequatur quisquam?,11 months ago,6-2-3,Est quisquam officiis earum dolorem labore repellat molestias cupiditate!,5 months ago,6,3
6,6-2,Ipsa eveniet dolor aut sit dolore consequatur quisquam?,11 months ago,6-2-4,Vel vitae amet et ut!,10 months ago,5,7
6,6-2,Ipsa eveniet dolor aut sit dolore consequatur quisquam?,11 months ago,6-2-5,Soluta nulla aspernatur quis ea!,4 months ago,4,5
6,6-3,Cumque a minima ut voluptas?,10 months ago,6-3-1,Neque itaque qui cumque et ea consequatur amet est!,10 months ago,2,5
6,6-3,Cumque a minima ut voluptas?,10 months ago,6-3-2,Quidem ipsam non dolor soluta facilis est!,6 months ago,6,9
6,6-3,Cumque a minima ut voluptas?,10 months ago,6-3-3,At numquam non!,2 months ago,6,10
6,6-3,Cumque a minima ut voluptas?,10 months ago,6-3-4,Nihil ullam reiciendis voluptatem beatae non eveniet laborum quisquam!,6 months ago,11,8
6,6-3,Cumque a minima ut voluptas?,10 months ago,6-3-5,Minus et ullam voluptatem optio qui!,1 months ago,8,4
6,6-3,Cumque a minima ut voluptas?,10 months ago,6-3-6,Qui dolor et adipisci quas voluptatem non!,7 months ago,8,5
6,6-3,Cumque a minima ut voluptas?,10 months ago,6-3-7,Et consequatur dolor et velit sit fuga est!,1 months ago,7,4
6,6-4,Explicabo ea repudiandae voluptatum?,11 months ago,6-4-1,Autem minus eos perspiciatis!,7 months ago,7,2
6,6-4,Explicabo ea repudiandae voluptatum?,11 months ago,6-4-2,Illum similique labore blanditiis eos ut!,10 months ago,6,10
6,6-4,Explicabo ea repudiandae voluptatum?,11 months ago,6-4-3,Minus velit distinctio laborum officiis!,0 months ago,1,3
6,6-4,Explicabo ea repudiandae voluptatum?,11 months ago,6-4-4,Voluptates dolor quisquam molestias!,11 months ago,5,9
6,6-4,Explicabo ea repudiandae voluptatum?,11 months ago,6-4-5,Molestiae facere praesentium sint accusamus reprehenderit qui omnis vel commodi!,7 months ago,10,8
6,6-4,Explicabo ea repudiandae voluptatum?,11 months ago,6-4-6,Suscipit perspiciatis consequatur!,3 months ago,8,7
6,6-4,Explicabo ea repudiandae voluptatum?,11 months ago,6-4-7,Impedit vel est voluptatem recusandae suscipit similique dolores!,9 months ago,7,6
6,6-4,Explicabo ea repudiandae voluptatum?,11 months ago,6-4-8,Aut magnam culpa enim eveniet est repudiandae qui sint!,8 months ago,6,3
6,6-4,Explicabo ea repudiandae voluptatum?,11 months ago,6-4-9,Quae reiciendis nulla!,2 months ago,2,10
6,6-4,Explicabo ea repudiandae voluptatum?,11 months ago,6-4-10,Perspiciatis ipsa dolorem laudantium velit culpa!,6 months ago,2,9
6,6-5,Est esse est explicabo laudantium reprehenderit aut dolor tenetur autem?,8 months ago,6-5-1,Atque earum commodi sed consectetur recusandae est sed odio officiis!,7 months ago,2,4
6,6-5,Est esse est explicabo laudantium reprehenderit aut dolor tenetur autem?,8 months ago,6-5-2,Perspiciatis amet est voluptas dolore!,1 months ago,5,5
6,6-5,Est esse est explicabo laudantium reprehenderit aut dolor tenetur autem?,8 months ago,6-5-3,Et nesciunt corrupti excepturi alias consectetur neque!,11 months ago,6,5
6,6-5,Est esse est explicabo laudantium reprehenderit aut dolor tenetur autem?,8 months ago,6-5-4,Facere tempora officia sit nostrum molestiae!,1 months ago,3,11
6,6-5,Est esse est explicabo laudantium reprehenderit aut dolor tenetur autem?,8 months ago,6-5-5,Dolores minima molestias unde molestiae ipsum temporibus ut aliquid!,10 months ago,1,4
6,6-5,Est esse est explicabo laudantium reprehenderit aut dolor tenetur autem?,8 months ago,6-5-6,Aut porro eum est error!,10 months ago,2,9
6,6-5,Est esse est explicabo laudantium reprehenderit aut dolor tenetur autem?,8 months ago,6-5-7,Temporibus nihil aperiam aut ullam necessitatibus tenetur provident maiores nisi!,11 months ago,5,2
6,6-6,Est vel officia?,8 months ago,6-6-1,Maiores commodi qui ipsa repellat!,6 months ago,3,5
6,6-6,Est vel officia?,8 months ago,6-6-2,Dolor et saepe sit voluptas recusandae cumque!,7 months ago,9,6
6,6-6,Est vel officia?,8 months ago,6-6-3,Consequatur consectetur quia debitis consequatur delectus sunt excepturi possimus recusandae!,5 months ago,10,10
6,6-6,Est vel officia?,8 months ago,6-6-4,Magnam ut asperiores!,7 months ago,3,3
6,6-6,Est vel officia?,8 months ago,6-6-5,In sit aut sit!,7 months ago,9,6
6,6-7,Quia excepturi et soluta ratione et?,3 months ago,6-7-1,Neque eius nam quaerat!,0 months ago,3,6
6,6-7,Quia excepturi et soluta ratione et?,3 months ago,6-7-2,Dolorem eos delectus!,11 months ago,1,1
6,6-7,Quia excepturi et soluta ratione et?,3 months ago,6-7-3,Eaque voluptatem nesciunt aut eum amet praesentium iure unde qui!,6 months ago,3,5
6,6-7,Quia excepturi et soluta ratione et?,3 months ago,6-7-4,Cumque doloribus quibusdam consequuntur ut alias explicabo commodi culpa!,7 months ago,4,4
6,6-7,Quia excepturi et soluta ratione et?,3 months ago,6-7-5,Molestias harum repellendus est animi modi!,7 months ago,5,2
6,6-7,Quia excepturi et soluta ratione et?,3 months ago,6-7-6,Et corrupti dolore neque sit!,4 months ago,3,4
6,6-7,Quia excepturi et soluta ratione et?,3 months ago,6-7-7,Voluptatem placeat consequatur rerum voluptatem odit dolorem sed!,9 months ago,2,5
7,7-1,Est eligendi et consequatur accusantium non?,8 months ago,7-1-1,Aliquam accusantium est magni excepturi ut non voluptas ducimus!,10 months ago,4,9
7,7-1,Est eligendi et consequatur accusantium non?,8 months ago,7-1-2,Aliquid placeat expedita autem et placeat nobis!,11 months ago,8,8
7,7-1,Est eligendi et consequatur accusantium non?,8 months ago,7-1-3,Omnis consectetur rem odio nihil possimus necessitatibus!,8 months ago,3,11
7,7-2,Debitis perferendis et vitae modi corporis perspiciatis labore?,8 months ago,7-2-1,Qui qui ex!,11 months ago,5,10
7,7-3,Vero ducimus delectus dolores doloremque quia voluptas ut sed odio?,11 months ago,7-3-1,Rerum reprehenderit est inventore similique!,11 months ago,8,9
7,7-3,Vero ducimus delectus dolores doloremque quia voluptas ut sed odio?,11 months ago,7-3-2,Dicta quo aut ut et ex sed possimus qui nostrum!,3 months ago,9,1
7,7-3,Vero ducimus delectus dolores doloremque quia voluptas ut sed odio?,11 months ago,7-3-3,Sint id dolorem ab autem dolorum accusamus!,2 months ago,11,7
7,7-3,Vero ducimus delectus dolores doloremque quia voluptas ut sed odio?,11 months ago,7-3-4,Porro nihil velit hic rerum neque!,3 months ago,10,4
7,7-3,Vero ducimus delectus dolores doloremque quia voluptas ut sed odio?,11 months ago,7-3-5,Assumenda maxime qui aperiam velit et!,1 months ago,4,9
7,7-3,Vero ducimus delectus dolores doloremque quia voluptas ut sed odio?,11 months ago,7-3-6,Tempora est in ducimus!,8 months ago,2,9
7,7-3,Vero ducimus delectus dolores doloremque quia voluptas ut sed odio?,11 months ago,7-3-7,Qui ratione excepturi eius nostrum dolor animi inventore reiciendis!,1 months ago,7,2
7,7-3,Vero ducimus delectus dolores doloremque quia voluptas ut sed odio?,11 months ago,7-3-8,Doloribus sed in aut quaerat doloribus consequatur id cumque!,7 months ago,11,1
7,7-4,Quas non dolores id?,5 months ago,7-4-1,Sint amet omnis velit corporis dicta et!,1 months ago,11,1
7,7-4,Quas non dolores id?,5 months ago,7-4-2,Quia officia voluptates et ut sunt accusantium!,2 months ago,2,11
7,7-4,Quas non dolores id?,5 months ago,7-4-3,Fuga sunt illum et iusto fugit similique deserunt debitis!,3 months ago,3,2
7,7-4,Quas non dolores id?,5 months ago,7-4-4,Sequi eveniet voluptatem officiis libero repellendus!,0 months ago,2,8
7,7-4,Quas non dolores id?,5 months ago,7-4-5,Ex tempora animi in officiis pariatur qui dolores voluptate!,9 months ago,2,10
7,7-4,Quas non dolores id?,5 months ago,7-4-6,Quos at veritatis aut nulla!,5 months ago,6,9
7,7-4,Quas non dolores id?,5 months ago,7-4-7,Eveniet adipisci rerum dolore laboriosam et quia ut provident excepturi!,9 months ago,4,3
7,7-4,Quas non dolores id?,5 months ago,7-4-8,Molestiae provident quo!,6 months ago,4,7
7,7-4,Quas non dolores id?,5 months ago,7-4-9,Vel ducimus qui!,11 months ago,5,2
7,7-4,Quas non dolores id?,5 months ago,7-4-10,Voluptatem hic itaque enim aut et inventore cum quidem!,5 months ago,9,6
7,7-4,Quas non dolores id?,5 months ago,7-4-11,Facilis occaecati tempora quis repellat quasi!,9 months ago,6,1
7,7-5,Nostrum id enim et earum aperiam et in ea?,11 months ago,7-5-1,Minima ipsum eos rerum laboriosam quibusdam!,2 months ago,4,1
7,7-5,Nostrum id enim et earum aperiam et in ea?,11 months ago,7-5-2,Esse in dolores enim ea!,6 months ago,7,1
7,7-5,Nostrum id enim et earum aperiam et in ea?,11 months ago,7-5-3,Et voluptatem atque omnis alias!,2 months ago,11,7
7,7-5,Nostrum id enim et earum aperiam et in ea?,11 months ago,7-5-4,Ut omnis accusantium et minima itaque ipsum dolorem dolorem mollitia!,7 months ago,1,4
7,7-5,Nostrum id enim et earum aperiam et in ea?,11 months ago,7-5-5,Aut quaerat ipsum rerum!,8 months ago,10,10
7,7-6,Quidem accusamus eum et?,1 months ago,7-6-1,Qui impedit dolore nemo sint minima dolor ipsam exercitationem!,5 months ago,4,8
7,7-6,Quidem accusamus eum et?,1 months ago,7-6-2,Et quod quia rerum!,1 months ago,6,5
7,7-6,Quidem accusamus eum et?,1 months ago,7-6-3,Voluptatem qui eum ut!,0 months ago,7,2
7,7-7,Temporibus nisi expedita architecto maiores quis?,1 months ago,7-7-1,Aut sunt placeat!,6 months ago,11,8
7,7-7,Temporibus nisi expedita architecto maiores quis?,1 months ago,7-7-2,Facilis a animi reiciendis totam qui quas!,4 months ago,5,9
7,7-7,Temporibus nisi expedita architecto maiores quis?,1 months ago,7-7-3,Quisquam iure ut quasi harum!,3 months ago,5,2
7,7-7,Temporibus nisi expedita architecto maiores quis?,1 months ago,7-7-4,Explicabo at beatae itaque facere ex et rerum sint non!,3 months ago,6,6
7,7-7,Temporibus nisi expedita architecto maiores quis?,1 months ago,7-7-5,Cum doloremque distinctio aut!,0 months ago,3,5
7,7-7,Temporibus nisi expedita architecto maiores quis?,1 months ago,7-7-6,Provident nobis voluptatem aut incidunt qui aut incidunt!,9 months ago,9,3
7,7-7,Temporibus nisi expedita architecto maiores quis?,1 months ago,7-7-7,Omnis rerum quibusdam!,10 months ago,7,6
7,7-7,Temporibus nisi expedita architecto maiores quis?,1 months ago,7-7-8,Dolores sunt et nisi sint illum suscipit fugit ipsum voluptatem!,8 months ago,5,1
7,7-7,Temporibus nisi expedita architecto maiores quis?,1 months ago,7-7-9,Commodi eum accusantium nemo!,9 months ago,9,2
7,7-7,Temporibus nisi expedita architecto maiores quis?,1 months ago,7-7-10,Dolor vel consequatur iste nobis molestias veritatis quia!,7 months ago,2,8
7,7-8,Eos ratione repellendus esse dicta minima molestias debitis?,7 months ago,7-8-1,Rem omnis hic qui dolores est illum!,2 months ago,3,9
7,7-8,Eos ratione repellendus esse dicta minima molestias debitis?,7 months ago,7-8-2,Maxime occaecati placeat rerum dolor repellendus voluptatum iure quaerat!,3 months ago,11,8
7,7-8,Eos ratione repellendus esse dicta minima molestias debitis?,7 months ago,7-8-3,Molestiae ut quisquam numquam quia est delectus sapiente accusamus et!,11 months ago,10,5
7,7-8,Eos ratione repellendus esse dicta minima molestias debitis?,7 months ago,7-8-4,Voluptatem quos possimus quam!,6 months ago,3,1
7,7-8,Eos ratione repellendus esse dicta minima molestias debitis?,7 months ago,7-8-5,Praesentium quam deleniti cupiditate!,2 months ago,10,11
7,7-8,Eos ratione repellendus esse dicta minima molestias debitis?,7 months ago,7-8-6,Corporis quos voluptatibus!,9 months ago,3,1
7,7-8,Eos ratione repellendus esse dicta minima molestias debitis?,7 months ago,7-8-7,Sint in minima cum beatae consectetur vitae aliquid quia inventore!,10 months ago,4,7
7,7-8,Eos ratione repellendus esse dicta minima molestias debitis?,7 months ago,7-8-8,Dolore ipsum tempore qui maiores occaecati non reiciendis repudiandae!,2 months ago,2,9
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-1,Ut ut voluptas occaecati et et!,0 months ago,9,3
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-2,A eaque provident sequi!,0 months ago,2,5
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-3,Amet ut distinctio in!,11 months ago,5,2
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-4,Nostrum et non est quo expedita molestiae!,8 months ago,10,2
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-5,Perspiciatis exercitationem sed distinctio vero consequatur tenetur fugit!,9 months ago,11,8
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-6,Et quidem cupiditate voluptas ut quasi repellat voluptatum atque vel!,0 months ago,8,11
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-7,Voluptates placeat inventore aut id ratione laboriosam soluta fugiat quia!,5 months ago,1,1
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-8,Alias sit nisi vel molestiae eos consequatur illo!,9 months ago,8,3
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-9,Sit et nihil quisquam quasi facilis!,8 months ago,3,4
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-10,Fugiat mollitia voluptas occaecati nam mollitia vel eum cupiditate sit!,1 months ago,7,11
7,7-9,Est eum quaerat culpa doloribus cupiditate totam laudantium enim eaque?,2 months ago,7-9-11,Rerum mollitia asperiores eos!,1 months ago,3,6
7,7-10,Aliquid a facilis autem earum et quaerat?,5 months ago,7-10-1,Ut dolorum iste praesentium!,9 months ago,11,1
8,8-1,Tempora hic quas sint tempora est voluptatem?,1 months ago,8-1-1,Quas quo debitis officia odio quo est accusantium illo!,9 months ago,1,5
8,8-1,Tempora hic quas sint tempora est voluptatem?,1 months ago,8-1-2,Qui veritatis et eum et architecto est officiis aut!,11 months ago,9,4
8,8-1,Tempora hic quas sint tempora est voluptatem?,1 months ago,8-1-3,Alias illum est qui!,3 months ago,5,11
8,8-1,Tempora hic quas sint tempora est voluptatem?,1 months ago,8-1-4,Et vero voluptas non vero!,9 months ago,7,5
8,8-1,Tempora hic quas sint tempora est voluptatem?,1 months ago,8-1-5,Voluptatem quam ipsa a aut quia quia consectetur optio cum!,10 months ago,9,10
8,8-1,Tempora hic quas sint tempora est voluptatem?,1 months ago,8-1-6,Voluptas similique quia vero laborum quam!,0 months ago,5,5
8,8-2,Officiis et voluptatem dicta facere beatae error tempore?,3 months ago,8-2-1,Dolorum hic molestiae itaque debitis et!,7 months ago,11,5
8,8-2,Officiis et voluptatem dicta facere beatae error tempore?,3 months ago,8-2-2,Doloribus iste est ut velit quia quidem!,11 months ago,1,2
8,8-2,Officiis et voluptatem dicta facere beatae error tempore?,3 months ago,8-2-3,Quis eos et aut aut autem!,6 months ago,2,5
8,8-2,Officiis et voluptatem dicta facere beatae error tempore?,3 months ago,8-2-4,Laboriosam ut illum aut sed!,5 months ago,7,3
8,8-2,Officiis et voluptatem dicta facere beatae error tempore?,3 months ago,8-2-5,Maxime hic dolor dolorum libero optio minus ab aliquam!,3 months ago,11,8
8,8-2,Officiis et voluptatem dicta facere beatae error tempore?,3 months ago,8-2-6,Harum animi sapiente laudantium omnis amet!,7 months ago,3,4
8,8-3,Qui consequatur dolores voluptatum tempora pariatur ullam vel corporis fugit?,6 months ago,8-3-1,Esse dolor est qui!,2 months ago,2,1
8,8-3,Qui consequatur dolores voluptatum tempora pariatur ullam vel corporis fugit?,6 months ago,8-3-2,Ut iure quae vitae consequatur porro!,11 months ago,1,9
8,8-3,Qui consequatur dolores voluptatum tempora pariatur ullam vel corporis fugit?,6 months ago,8-3-3,Dolor quisquam aut!,10 months ago,11,4
8,8-3,Qui consequatur dolores voluptatum tempora pariatur ullam vel corporis fugit?,6 months ago,8-3-4,Pariatur totam fugiat est!,6 months ago,8,5
8,8-3,Qui consequatur dolores voluptatum tempora pariatur ullam vel corporis fugit?,6 months ago,8-3-5,Dolores assumenda sapiente voluptas!,0 months ago,11,10
8,8-4,Quaerat eos architecto cum laudantium rerum exercitationem minima?,5 months ago,8-4-1,Voluptas quisquam delectus totam magni distinctio doloribus nulla tempore!,2 months ago,9,11
8,8-4,Quaerat eos architecto cum laudantium rerum exercitationem minima?,5 months ago,8-4-2,Ab adipisci sequi praesentium quia sit incidunt sunt mollitia corporis!,8 months ago,9,10
8,8-4,Quaerat eos architecto cum laudantium rerum exercitationem minima?,5 months ago,8-4-3,Sit et ipsa reiciendis quisquam voluptas ut nesciunt ab!,3 months ago,7,5
8,8-4,Quaerat eos architecto cum laudantium rerum exercitationem minima?,5 months ago,8-4-4,Corporis tenetur sunt possimus doloribus nostrum consectetur ipsa facere modi!,6 months ago,7,6
8,8-4,Quaerat eos architecto cum laudantium rerum exercitationem minima?,5 months ago,8-4-5,Sed expedita dignissimos!,0 months ago,11,3
8,8-4,Quaerat eos architecto cum laudantium rerum exercitationem minima?,5 months ago,8-4-6,Provident dolore quia!,5 months ago,8,1
8,8-4,Quaerat eos architecto cum laudantium rerum exercitationem minima?,5 months ago,8-4-7,Aliquid ut veniam consequuntur est quam!,1 months ago,6,11
8,8-4,Quaerat eos architecto cum laudantium rerum exercitationem minima?,5 months ago,8-4-8,Ut et voluptate!,9 months ago,1,3
8,8-4,Quaerat eos architecto cum laudantium rerum exercitationem minima?,5 months ago,8-4-9,Ea quia aut voluptas!,1 months ago,11,3
8,8-5,Voluptate iste et debitis quia provident sit dicta?,11 months ago,8-5-1,Est recusandae quibusdam quia vero tempore!,8 months ago,2,2
8,8-5,Voluptate iste et debitis quia provident sit dicta?,11 months ago,8-5-2,Similique pariatur accusamus quia velit qui et!,10 months ago,8,11
8,8-6,Deleniti id autem neque ut assumenda ratione?,3 months ago,8-6-1,Optio saepe accusantium!,11 months ago,8,9
8,8-6,Deleniti id autem neque ut assumenda ratione?,3 months ago,8-6-2,Itaque quia cumque!,8 months ago,10,3
8,8-6,Deleniti id autem neque ut assumenda ratione?,3 months ago,8-6-3,Ipsum amet nihil ut accusamus nemo tenetur ut enim!,9 months ago,1,2
8,8-6,Deleniti id autem neque ut assumenda ratione?,3 months ago,8-6-4,Perspiciatis aut quia atque optio perspiciatis!,3 months ago,8,9
8,8-6,Deleniti id autem neque ut assumenda ratione?,3 months ago,8-6-5,Blanditiis sint veritatis consequatur qui!,7 months ago,11,3
8,8-6,Deleniti id autem neque ut assumenda ratione?,3 months ago,8-6-6,Esse eligendi maiores maiores voluptatum officia!,4 months ago,7,11
8,8-7,Eveniet odit nemo ea voluptates nihil inventore amet ea laboriosam?,3 months ago,8-7-1,Repellat quas laudantium blanditiis!,9 months ago,9,2
8,8-7,Eveniet odit nemo ea voluptates nihil inventore amet ea laboriosam?,3 months ago,8-7-2,Odio earum facilis magni ea dicta pariatur natus distinctio!,9 months ago,11,11
8,8-7,Eveniet odit nemo ea voluptates nihil inventore amet ea laboriosam?,3 months ago,8-7-3,Laborum saepe qui eos quia neque quisquam!,4 months ago,5,5
8,8-7,Eveniet odit nemo ea voluptates nihil inventore amet ea laboriosam?,3 months ago,8-7-4,Occaecati non itaque rerum eum illo non ipsam culpa earum!,11 months ago,2,2
8,8-7,Eveniet odit nemo ea voluptates nihil inventore amet ea laboriosam?,3 months ago,8-7-5,Voluptates veritatis accusantium quaerat quis!,7 months ago,7,2
8,8-7,Eveniet odit nemo ea voluptates nihil inventore amet ea laboriosam?,3 months ago,8-7-6,Adipisci praesentium maiores quo facilis!,2 months ago,4,7
8,8-7,Eveniet odit nemo ea voluptates nihil inventore amet ea laboriosam?,3 months ago,8-7-7,Omnis et reprehenderit qui!,6 months ago,8,10
8,8-7,Eveniet odit nemo ea voluptates nihil inventore amet ea laboriosam?,3 months ago,8-7-8,Tempora perspiciatis sapiente in itaque et!,3 months ago,11,9
8,8-7,Eveniet odit nemo ea voluptates nihil inventore amet ea laboriosam?,3 months ago,8-7-9,Rerum sint ex ipsa culpa!,8 months ago,4,11
8,8-8,Consequatur ut rerum quaerat?,5 months ago,8-8-1,Et voluptas harum dolorem eaque eum ad adipisci aut!,4 months ago,4,3
8,8-8,Consequatur ut rerum quaerat?,5 months ago,8-8-2,Velit cum quaerat qui cum nemo quibusdam libero sint!,9 months ago,3,3
9,9-1,Sequi ad iste quo excepturi eum?,10 months ago,9-1-1,A consequatur sit minima sequi!,3 months ago,6,3
9,9-1,Sequi ad iste quo excepturi eum?,10 months ago,9-1-2,Vero ipsum eum possimus ea vero enim quo perferendis!,3 months ago,4,7
9,9-1,Sequi ad iste quo excepturi eum?,10 months ago,9-1-3,Animi at occaecati tempora qui assumenda vel aut et iusto!,5 months ago,11,2
9,9-1,Sequi ad iste quo excepturi eum?,10 months ago,9-1-4,Vitae et quam perspiciatis tempora qui et explicabo molestiae velit!,0 months ago,7,5
9,9-1,Sequi ad iste quo excepturi eum?,10 months ago,9-1-5,Rerum molestias magni!,10 months ago,10,4
9,9-1,Sequi ad iste quo excepturi eum?,10 months ago,9-1-6,Id illum quod saepe molestiae voluptas!,9 months ago,1,4
9,9-2,Commodi voluptatem quos sunt aut?,6 months ago,9-2-1,Quod magnam minus quia culpa eum debitis!,11 months ago,10,6
9,9-2,Commodi voluptatem quos sunt aut?,6 months ago,9-2-2,Illo ducimus labore ut!,5 months ago,6,10
9,9-2,Commodi voluptatem quos sunt aut?,6 months ago,9-2-3,Qui eum dolore dolor!,0 months ago,1,5
9,9-2,Commodi voluptatem quos sunt aut?,6 months ago,9-2-4,Fugit et impedit voluptatem quia occaecati tempora perspiciatis!,4 months ago,2,7
9,9-2,Commodi voluptatem quos sunt aut?,6 months ago,9-2-5,Ut voluptatum deleniti officiis sit omnis impedit quos sunt!,1 months ago,3,9
9,9-2,Commodi voluptatem quos sunt aut?,6 months ago,9-2-6,Quos ab inventore laboriosam!,1 months ago,6,2
9,9-2,Commodi voluptatem quos sunt aut?,6 months ago,9-2-7,Cumque atque provident accusamus eaque at temporibus repellat!,2 months ago,7,2
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-1,Explicabo a sint error facilis laudantium quo est!,5 months ago,11,3
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-2,Nobis nisi nisi!,11 months ago,5,11
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-3,Enim placeat quo possimus et neque possimus sunt est!,2 months ago,2,10
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-4,Deserunt consequatur esse ullam ex consequuntur beatae modi distinctio ut!,5 months ago,8,3
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-5,Minus possimus illo!,8 months ago,2,2
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-6,Qui qui non ea totam quidem amet eum enim!,7 months ago,6,10
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-7,Laborum perspiciatis qui!,2 months ago,10,11
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-8,Cupiditate quasi quis facilis quos saepe cum non!,6 months ago,1,11
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-9,Nesciunt amet iure repellendus quo doloribus sed!,8 months ago,3,6
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-10,Dolore quam cum aut facere debitis!,10 months ago,9,7
9,9-3,Aperiam quasi aut quis et harum neque et nulla?,8 months ago,9-3-11,Qui rerum quo similique accusamus!,4 months ago,1,6
9,9-4,Id non sed voluptas?,1 months ago,9-4-1,Optio eum iusto excepturi provident et velit molestias doloremque ducimus!,8 months ago,8,4
9,9-4,Id non sed voluptas?,1 months ago,9-4-2,Est et expedita ipsum impedit molestiae voluptatibus nemo quia rerum!,7 months ago,1,11
9,9-4,Id non sed voluptas?,1 months ago,9-4-3,Eveniet eveniet qui sit nulla perspiciatis tenetur!,9 months ago,11,9
